transaction_id,timestamp,user_id,receiver_id,amount,transaction_type,location,device_type,is_rooted_device,network_type,time_of_day,is_fraud
50,2024-06-12 08:42:00,user_4140,user_1804,17282.95,merchant_payment,Ahmedabad,mobile,0,5G,morning,0
51,2024-02-08 14:10:00,user_1499,user_1575,30037.19,receive,Kolkata,tablet,0,4G,afternoon,0
52,2024-04-02 11:10:00,user_1292,user_345,16545.9,merchant_payment,Bangalore,tablet,1,5G,morning,0
53,2024-10-31 12:08:00,user_2456,user_164,20120.12,send,Mumbai,tablet,0,WiFi,afternoon,1
54,2024-05-30 20:44:00,user_3451,user_3205,24165.1,send,Ahmedabad,mobile,0,5G,evening,0
55,2024-07-19 15:31:00,user_159,user_2300,6560.31,merchant_payment,Hyderabad,mobile,0,5G,afternoon,0
56,2024-07-29 11:30:00,user_2250,user_2749,39479.3,merchant_payment,Delhi,mobile,0,4G,morning,0
57,2024-05-18 06:00:00,user_1888,user_4859,31705.87,merchant_payment,Kolkata,mobile,0,4G,morning,0
58,2024-03-08 10:10:00,user_483,user_3830,7125.62,send,Bangalore,mobile,0,4G,morning,0
59,2024-05-26 13:54:00,user_2751,user_3771,8536.25,send,Pune,mobile,0,WiFi,afternoon,0
60,2024-05-28 18:21:00,user_838,user_284,17756.95,send,Delhi,tablet,0,5G,evening,0
61,2024-01-18 01:46:00,user_559,user_1520,24412.28,receive,Hyderabad,mobile,1,4G,night,0
62,2024-07-04 02:15:00,user_1191,user_3427,8111.48,merchant_payment,Pune,tablet,0,4G,night,0
63,2024-08-03 10:47:00,user_4204,user_620,14128.1,send,Mumbai,mobile,0,4G,morning,0
64,2024-11-05 21:41:00,user_2549,user_3403,20767.04,merchant_payment,Pune,tablet,0,5G,evening,0
65,2024-06-06 06:00:00,user_894,user_3216,19516.35,merchant_payment,Delhi,mobile,0,4G,morning,0
66,2024-09-09 07:40:00,user_319,user_935,43670.3,merchant_payment,Hyderabad,tablet,0,4G,morning,0
67,2024-05-08 15:39:00,user_2644,user_1875,26530.9,receive,Chennai,tablet,0,4G,afternoon,0
68,2024-09-09 21:18:00,user_44,user_1222,16281.68,merchant_payment,Kolkata,tablet,0,5G,evening,0
69,2024-07-21 04:27:00,user_4915,user_2809,35487.01,merchant_payment,Bangalore,mobile,0,4G,night,0
70,2024-04-16 11:40:00,user_750,user_1414,23086.4,receive,Kolkata,mobile,0,4G,morning,0
71,2024-05-26 14:11:00,user_2975,user_4980,4629.02,send,Chennai,mobile,0,WiFi,afternoon,0
72,2024-11-25 13:41:00,user_627,user_925,180.14,send,Chennai,mobile,0,WiFi,afternoon,0
73,2024-07-08 07:10:00,user_699,user_4870,31295.37,send,Pune,mobile,0,5G,morning,0
74,2024-11-14 22:14:00,user_3155,user_204,36182.62,merchant_payment,Pune,mobile,0,4G,evening,0
75,2024-09-07 20:58:00,user_1078,user_3415,46921.1,send,Kolkata,tablet,0,5G,evening,0
76,2024-12-11 09:16:00,user_3242,user_1685,34840.05,receive,Kolkata,tablet,0,5G,morning,0
77,2024-07-29 11:29:00,user_3221,user_447,13270.98,receive,Chennai,tablet,0,4G,morning,0
78,2024-05-24 11:04:00,user_2035,user_2960,14066.83,merchant_payment,Bangalore,mobile,0,5G,morning,0
79,2024-01-03 13:16:00,user_165,user_3237,27622.68,receive,Delhi,tablet,0,WiFi,afternoon,0
80,2024-08-04 11:12:00,user_608,user_3101,44966.75,receive,Bangalore,tablet,0,5G,morning,0
81,2024-02-02 22:23:00,user_3314,user_152,25617.84,merchant_payment,Mumbai,mobile,0,WiFi,evening,0
82,2024-04-11 00:35:00,user_4812,user_689,33894.13,merchant_payment,Pune,mobile,0,WiFi,night,0
83,2024-03-12 14:30:00,user_1871,user_2145,13109.01,receive,Mumbai,tablet,0,WiFi,afternoon,0
84,2024-03-17 10:50:00,user_615,user_1135,12311.77,send,Hyderabad,tablet,1,4G,morning,0
85,2024-10-21 14:23:00,user_2953,user_3278,5451.39,merchant_payment,Bangalore,mobile,0,WiFi,afternoon,0
86,2024-06-19 00:52:00,user_2658,user_3004,33851.64,send,Chennai,tablet,0,5G,night,0
87,2024-09-12 04:55:00,user_2034,user_1755,37316.91,send,Delhi,mobile,0,WiFi,night,0
88,2024-09-30 05:50:00,user_1103,user_1465,13073.82,receive,Chennai,mobile,0,5G,night,0
89,2024-12-26 15:30:00,user_3191,user_1062,24586.31,send,Kolkata,mobile,0,WiFi,afternoon,0
90,2024-03-03 23:18:00,user_3492,user_2751,29569.35,send,Mumbai,tablet,0,WiFi,evening,0
91,2024-07-19 14:23:00,user_1070,user_842,45609.86,receive,Ahmedabad,mobile,0,5G,afternoon,0
92,2024-08-21 03:16:00,user_1022,user_427,33300.36,send,Chennai,tablet,0,5G,night,0
93,2024-11-09 17:11:00,user_2810,user_3407,20410.96,send,Hyderabad,tablet,0,5G,afternoon,0
94,2024-05-01 14:24:00,user_704,user_4857,24780.11,merchant_payment,Mumbai,mobile,0,5G,afternoon,0
95,2024-06-11 05:24:00,user_116,user_3791,8048.28,send,Hyderabad,tablet,0,4G,night,1
96,2024-11-30 03:40:00,user_3734,user_373,22093.6,send,Ahmedabad,tablet,0,5G,night,0
97,2024-02-09 19:59:00,user_2789,user_1947,25671.5,merchant_payment,Chennai,mobile,0,WiFi,evening,0
98,2024-11-18 03:38:00,user_212,user_2249,32950.01,receive,Kolkata,mobile,1,5G,night,0
99,2024-03-11 04:00:00,user_120,user_3416,1815.31,merchant_payment,Ahmedabad,tablet,0,4G,night,0
100,2024-01-13 04:07:00,user_646,user_893,15803.04,receive,Bangalore,tablet,0,WiFi,night,0
101,2024-06-30 16:43:00,user_504,user_1449,34339.96,merchant_payment,Delhi,tablet,0,5G,afternoon,0
102,2024-01-05 00:52:00,user_2318,user_1998,14360.33,send,Hyderabad,tablet,1,5G,night,0
103,2024-07-02 16:23:00,user_4476,user_1692,30394.19,merchant_payment,Ahmedabad,mobile,0,5G,afternoon,0
104,2024-06-08 19:38:00,user_2596,user_4744,261.27,merchant_payment,Ahmedabad,mobile,0,4G,evening,0
105,2024-10-30 19:41:00,user_1668,user_3460,39901.63,merchant_payment,Pune,tablet,0,WiFi,evening,0
106,2024-05-05 05:22:00,user_2029,user_3118,41907.5,receive,Bangalore,mobile,0,4G,night,0
107,2024-02-09 08:43:00,user_4624,user_2884,37796.77,send,Chennai,tablet,0,4G,morning,0
108,2024-01-06 12:00:00,user_1507,user_719,38629.91,merchant_payment,Bangalore,mobile,1,5G,afternoon,0
109,2024-05-09 05:44:00,user_836,user_1443,20087.48,send,Kolkata,mobile,0,4G,night,0
110,2024-11-19 22:19:00,user_892,user_3848,27875.64,merchant_payment,Hyderabad,tablet,0,4G,evening,0
111,2024-08-01 19:17:00,user_704,user_536,30717.96,merchant_payment,Delhi,tablet,1,5G,evening,0
112,2024-02-15 17:14:00,user_361,user_3342,21537.12,merchant_payment,Ahmedabad,mobile,0,WiFi,afternoon,0
113,2024-12-21 22:19:00,user_2092,user_1263,14287.38,merchant_payment,Chennai,mobile,0,5G,evening,0
114,2024-04-17 21:55:00,user_3951,user_2220,17109.79,merchant_payment,Pune,mobile,0,4G,evening,0
115,2024-03-11 22:32:00,user_2737,user_793,30112.71,merchant_payment,Kolkata,mobile,1,WiFi,evening,0
116,2024-04-03 16:21:00,user_2884,user_4882,32968.17,receive,Bangalore,mobile,0,4G,afternoon,1
117,2024-02-04 23:51:00,user_4508,user_2102,47321.38,send,Hyderabad,mobile,0,WiFi,evening,0
118,2024-03-27 02:32:00,user_4510,user_1208,37668.15,merchant_payment,Pune,mobile,0,WiFi,night,1
119,2024-05-05 06:27:00,user_1019,user_2809,37879.81,merchant_payment,Chennai,tablet,0,5G,morning,0
120,2024-08-05 01:03:00,user_573,user_2623,32370.91,merchant_payment,Hyderabad,tablet,0,WiFi,night,0
121,2024-08-16 18:46:00,user_1413,user_1797,19065.68,receive,Delhi,mobile,0,5G,evening,0
122,2024-06-09 00:44:00,user_3748,user_696,35520.85,merchant_payment,Bangalore,mobile,0,5G,night,0
123,2024-12-14 19:52:00,user_1311,user_1529,47818.55,receive,Pune,mobile,0,WiFi,evening,0
124,2024-01-18 21:05:00,user_474,user_4564,20436.93,merchant_payment,Chennai,mobile,0,WiFi,evening,0
125,2024-03-27 18:52:00,user_2263,user_825,18524.67,send,Ahmedabad,tablet,0,WiFi,evening,0
126,2024-02-21 09:53:00,user_2673,user_3191,33785.81,merchant_payment,Delhi,mobile,0,4G,morning,0
127,2024-07-29 04:51:00,user_2622,user_1185,43208.66,merchant_payment,Chennai,mobile,0,5G,night,0
128,2024-07-20 13:35:00,user_4906,user_2809,1184.75,receive,Ahmedabad,tablet,0,5G,afternoon,0
129,2024-05-16 11:36:00,user_3651,user_1631,49321.31,receive,Delhi,mobile,0,4G,morning,0
130,2024-03-02 03:54:00,user_1415,user_2098,34757.59,receive,Bangalore,mobile,1,4G,night,0
131,2024-05-16 12:31:00,user_777,user_4122,41785.28,merchant_payment,Chennai,tablet,0,5G,afternoon,0
132,2024-07-29 17:12:00,user_1616,user_3048,13065.22,send,Ahmedabad,mobile,0,4G,afternoon,0
133,2024-07-14 18:38:00,user_2653,user_3096,38392.0,receive,Bangalore,tablet,0,4G,evening,0
134,2024-10-10 14:33:00,user_12,user_2097,43271.31,send,Bangalore,tablet,0,4G,afternoon,0
135,2024-04-11 02:09:00,user_4207,user_986,24967.68,receive,Pune,mobile,0,WiFi,night,0
136,2024-08-27 12:59:00,user_96,user_914,29185.69,receive,Kolkata,tablet,0,4G,afternoon,0
137,2024-12-16 21:30:00,user_3698,user_600,21686.72,send,Chennai,tablet,0,5G,evening,0
138,2024-05-26 16:59:00,user_3956,user_3596,35928.16,send,Ahmedabad,tablet,0,5G,afternoon,0
139,2024-12-17 02:56:00,user_1349,user_3847,32966.14,send,Bangalore,tablet,0,5G,night,0
140,2024-11-11 21:02:00,user_3920,user_1978,20564.09,receive,Hyderabad,tablet,0,WiFi,evening,0
141,2024-12-20 18:19:00,user_3254,user_302,4191.84,merchant_payment,Chennai,tablet,0,4G,evening,0
142,2024-10-06 16:49:00,user_2466,user_691,10037.81,receive,Bangalore,mobile,0,4G,afternoon,0
143,2024-12-25 23:49:00,user_2128,user_3946,3220.07,send,Hyderabad,mobile,0,5G,evening,0
144,2024-04-17 22:43:00,user_103,user_2728,26758.82,send,Hyderabad,tablet,0,4G,evening,0
145,2024-11-18 17:40:00,user_4653,user_2505,36529.22,send,Delhi,mobile,0,WiFi,afternoon,0
146,2024-03-05 12:16:00,user_2662,user_2830,21231.63,merchant_payment,Pune,tablet,0,4G,afternoon,0
147,2024-01-23 23:02:00,user_2966,user_3627,36988.7,receive,Bangalore,tablet,0,4G,evening,0
148,2024-10-02 04:13:00,user_4796,user_35,5761.95,receive,Bangalore,tablet,0,4G,night,0
149,2024-03-14 03:24:00,user_3942,user_539,38766.83,merchant_payment,Chennai,mobile,0,5G,night,1
150,2024-10-31 13:53:00,user_1851,user_2306,45623.81,merchant_payment,Bangalore,tablet,0,5G,afternoon,0
151,2024-09-18 10:36:00,user_1206,user_3878,33141.19,receive,Pune,tablet,0,WiFi,morning,0
152,2024-06-29 18:09:00,user_564,user_2678,9168.14,merchant_payment,Pune,tablet,0,5G,evening,0
153,2024-09-07 19:03:00,user_3020,user_4596,39027.66,send,Kolkata,mobile,0,4G,evening,0
154,2024-05-17 10:56:00,user_1247,user_49,24794.24,send,Delhi,mobile,0,5G,morning,0
155,2024-11-19 10:43:00,user_1318,user_2613,12078.78,merchant_payment,Kolkata,tablet,0,4G,morning,0
156,2024-12-28 10:27:00,user_285,user_3890,39079.68,send,Delhi,tablet,0,4G,morning,0
157,2024-11-03 17:47:00,user_3880,user_2099,49514.91,send,Mumbai,mobile,0,4G,afternoon,0
158,2024-06-29 22:42:00,user_3924,user_1604,1450.76,send,Kolkata,mobile,0,4G,evening,0
159,2024-12-20 21:15:00,user_3645,user_503,9473.84,merchant_payment,Pune,mobile,0,4G,evening,0
160,2024-07-22 06:04:00,user_4961,user_4042,44888.11,receive,Ahmedabad,tablet,0,5G,morning,0
161,2024-07-18 16:30:00,user_3380,user_4583,41359.2,receive,Bangalore,tablet,0,5G,afternoon,0
162,2024-06-26 13:17:00,user_1839,user_4571,38907.03,send,Chennai,mobile,0,WiFi,afternoon,0
163,2024-09-14 18:26:00,user_1241,user_2395,2959.56,send,Pune,mobile,0,WiFi,evening,0
164,2024-11-25 00:37:00,user_3891,user_4400,28078.44,receive,Pune,mobile,0,4G,night,0
165,2024-10-22 07:19:00,user_4292,user_2583,41113.78,receive,Hyderabad,tablet,0,5G,morning,0
166,2024-09-27 05:35:00,user_33,user_556,24879.48,send,Mumbai,tablet,0,WiFi,night,0
167,2024-11-16 19:50:00,user_2623,user_4597,40647.22,send,Hyderabad,mobile,0,WiFi,evening,0
168,2024-03-21 14:54:00,user_3207,user_3905,37712.38,merchant_payment,Bangalore,mobile,0,4G,afternoon,0
169,2024-03-21 23:47:00,user_2368,user_4059,32815.59,receive,Hyderabad,mobile,0,4G,evening,0
170,2024-04-30 20:35:00,user_4789,user_574,25870.92,send,Delhi,mobile,0,4G,evening,0
171,2024-08-05 07:49:00,user_769,user_3706,31558.85,merchant_payment,Mumbai,tablet,0,4G,morning,0
172,2024-04-12 15:57:00,user_2300,user_4232,41122.04,receive,Chennai,mobile,0,5G,afternoon,0
173,2024-07-13 20:43:00,user_3638,user_3333,12160.91,merchant_payment,Ahmedabad,mobile,0,5G,evening,0
174,2024-12-29 12:39:00,user_4454,user_3070,6543.65,receive,Bangalore,mobile,0,5G,afternoon,0
175,2024-07-18 06:03:00,user_3367,user_612,6745.22,send,Pune,mobile,0,4G,morning,0
176,2024-03-28 08:10:00,user_1269,user_3800,17114.78,merchant_payment,Chennai,tablet,0,WiFi,morning,0
177,2024-02-26 04:56:00,user_2659,user_2333,26314.03,merchant_payment,Mumbai,mobile,0,5G,night,0
178,2024-05-14 08:51:00,user_2259,user_1474,41167.24,receive,Ahmedabad,tablet,0,4G,morning,0
179,2024-07-11 15:05:00,user_934,user_4394,11346.37,receive,Delhi,tablet,0,5G,afternoon,0
180,2024-09-29 19:04:00,user_4277,user_1025,22289.12,receive,Chennai,mobile,0,4G,evening,0
181,2024-06-29 22:28:00,user_4205,user_714,22275.6,send,Chennai,mobile,0,WiFi,evening,0
182,2024-02-24 11:49:00,user_2107,user_1009,28933.08,send,Bangalore,mobile,0,4G,morning,0
183,2024-10-18 06:49:00,user_2697,user_2327,15253.29,receive,Chennai,tablet,0,WiFi,morning,0
184,2024-12-26 19:42:00,user_2655,user_3730,18158.25,merchant_payment,Kolkata,mobile,0,5G,evening,0
185,2024-04-25 12:17:00,user_4973,user_2414,46993.48,merchant_payment,Mumbai,mobile,0,5G,afternoon,0
186,2024-07-09 12:41:00,user_3980,user_922,43709.37,receive,Delhi,tablet,0,5G,afternoon,0
187,2024-10-07 23:20:00,user_3855,user_3947,4439.05,receive,Ahmedabad,tablet,0,4G,evening,0
188,2024-04-21 02:53:00,user_3995,user_727,38457.93,send,Bangalore,mobile,0,WiFi,night,0
189,2024-03-04 23:29:00,user_2808,user_617,2222.46,merchant_payment,Pune,mobile,0,4G,evening,0
190,2024-11-20 12:21:00,user_2823,user_3603,36818.74,send,Mumbai,mobile,0,4G,afternoon,0
191,2024-02-08 09:52:00,user_4426,user_2176,34174.72,merchant_payment,Delhi,mobile,0,WiFi,morning,0
192,2024-08-08 03:02:00,user_3537,user_1745,40144.02,merchant_payment,Delhi,tablet,0,4G,night,0
193,2024-06-07 05:41:00,user_3717,user_90,30733.95,receive,Ahmedabad,mobile,0,WiFi,night,0
194,2024-08-27 08:20:00,user_100,user_664,41583.5,receive,Bangalore,mobile,0,5G,morning,0
195,2024-07-30 00:25:00,user_4458,user_4982,1485.02,send,Hyderabad,mobile,0,4G,night,0
196,2024-12-07 11:41:00,user_970,user_2725,43797.5,send,Delhi,mobile,0,WiFi,morning,0
197,2024-01-05 02:31:00,user_964,user_138,14898.98,merchant_payment,Pune,mobile,0,4G,night,0
198,2024-12-17 22:08:00,user_1612,user_1092,34465.33,receive,Chennai,mobile,0,5G,evening,0
199,2024-09-05 08:28:00,user_1667,user_4687,3665.34,send,Hyderabad,mobile,0,4G,morning,0
200,2024-08-30 20:38:00,user_3844,user_4512,5214.3,merchant_payment,Delhi,tablet,0,4G,evening,0
201,2024-11-10 10:47:00,user_2967,user_1399,31887.88,merchant_payment,Chennai,mobile,0,4G,morning,0
202,2024-07-21 16:58:00,user_3997,user_285,15469.3,send,Hyderabad,tablet,0,5G,afternoon,0
203,2024-03-20 19:50:00,user_2909,user_1786,21545.19,receive,Bangalore,mobile,0,WiFi,evening,0
204,2024-07-28 20:00:00,user_4087,user_2981,45101.57,merchant_payment,Kolkata,mobile,0,5G,evening,0
205,2024-03-24 04:11:00,user_1405,user_3593,22142.49,receive,Hyderabad,tablet,0,WiFi,night,0
206,2024-12-25 23:20:00,user_1716,user_3408,15134.13,receive,Ahmedabad,tablet,0,WiFi,evening,0
207,2024-12-27 01:36:00,user_4947,user_3282,36085.8,send,Mumbai,tablet,0,5G,night,0
208,2024-08-12 06:15:00,user_2434,user_3155,22024.8,send,Kolkata,tablet,0,WiFi,morning,0
209,2024-10-30 05:24:00,user_3945,user_2413,19556.01,merchant_payment,Pune,mobile,0,4G,night,0
210,2024-03-08 01:28:00,user_1960,user_974,21957.26,merchant_payment,Hyderabad,mobile,0,5G,night,0
211,2024-03-13 21:34:00,user_3717,user_1750,32419.7,merchant_payment,Hyderabad,tablet,0,4G,evening,0
212,2024-02-14 21:05:00,user_1588,user_1475,23608.16,merchant_payment,Delhi,tablet,0,5G,evening,0
213,2024-04-04 12:38:00,user_335,user_927,4685.47,send,Mumbai,mobile,0,4G,afternoon,0
214,2024-07-05 22:44:00,user_1525,user_4605,6502.0,send,Bangalore,mobile,0,WiFi,evening,0
215,2024-07-04 02:54:00,user_3216,user_2223,40126.63,receive,Chennai,tablet,0,4G,night,0
216,2024-05-22 00:46:00,user_2602,user_2735,18489.04,receive,Ahmedabad,mobile,0,WiFi,night,0
217,2024-03-28 09:35:00,user_1253,user_4994,32065.15,merchant_payment,Ahmedabad,mobile,0,WiFi,morning,0
218,2024-11-04 09:25:00,user_1495,user_3731,41207.43,send,Kolkata,tablet,0,4G,morning,0
219,2024-02-02 21:19:00,user_2419,user_3510,25123.66,merchant_payment,Chennai,mobile,0,5G,evening,0
220,2024-08-07 11:36:00,user_3627,user_30,19207.24,receive,Ahmedabad,tablet,0,4G,morning,0
221,2024-01-09 01:15:00,user_1111,user_3065,13761.3,receive,Kolkata,tablet,0,WiFi,night,0
222,2024-10-20 05:17:00,user_1192,user_854,36485.8,receive,Chennai,mobile,0,WiFi,night,0
223,2024-12-27 05:59:00,user_2538,user_2408,39059.37,receive,Chennai,tablet,0,WiFi,night,0
224,2024-11-22 22:57:00,user_3145,user_4240,35458.16,merchant_payment,Kolkata,mobile,0,WiFi,evening,0
225,2024-04-26 18:21:00,user_3913,user_397,48202.07,merchant_payment,Mumbai,tablet,0,WiFi,evening,0
226,2024-01-11 09:51:00,user_383,user_1196,29863.15,merchant_payment,Pune,tablet,0,5G,morning,0
227,2024-05-05 08:43:00,user_2562,user_2249,9066.88,merchant_payment,Mumbai,tablet,0,5G,morning,0
228,2024-03-09 01:14:00,user_2891,user_467,47674.27,merchant_payment,Hyderabad,mobile,1,5G,night,0
229,2024-05-01 10:42:00,user_2516,user_370,42232.35,receive,Mumbai,mobile,0,4G,morning,0
230,2024-08-25 17:23:00,user_4286,user_2372,25075.01,receive,Bangalore,tablet,0,WiFi,afternoon,0
231,2024-03-30 22:09:00,user_2225,user_1866,15411.58,merchant_payment,Hyderabad,mobile,0,5G,evening,0
232,2024-02-05 09:26:00,user_1400,user_1867,24750.59,receive,Ahmedabad,tablet,0,5G,morning,0
233,2024-02-11 19:10:00,user_1419,user_2060,15743.73,receive,Pune,tablet,0,4G,evening,0
234,2024-09-21 07:12:00,user_107,user_659,10104.39,merchant_payment,Ahmedabad,tablet,0,5G,morning,0
235,2024-04-10 11:20:00,user_1008,user_4768,43409.69,merchant_payment,Pune,mobile,0,4G,morning,0
236,2024-07-21 01:29:00,user_3496,user_2012,21472.5,send,Mumbai,tablet,0,WiFi,night,0
237,2024-09-05 17:26:00,user_3674,user_549,18949.78,send,Pune,tablet,0,4G,afternoon,0
238,2024-07-30 06:03:00,user_589,user_2185,8707.45,merchant_payment,Pune,mobile,0,WiFi,morning,0
239,2024-08-14 04:23:00,user_1816,user_2619,44181.4,send,Bangalore,mobile,0,WiFi,night,0
240,2024-08-11 00:22:00,user_3975,user_3039,18423.75,send,Delhi,mobile,0,4G,night,0
241,2024-05-29 09:37:00,user_4090,user_2003,14388.34,merchant_payment,Chennai,mobile,0,5G,morning,0
242,2024-06-27 02:35:00,user_1073,user_4126,46559.57,merchant_payment,Bangalore,tablet,0,5G,night,0
243,2024-05-24 11:58:00,user_424,user_3298,32379.37,receive,Hyderabad,mobile,0,4G,morning,0
244,2024-08-04 08:12:00,user_4880,user_2943,8899.15,send,Bangalore,mobile,0,5G,morning,0
245,2024-11-29 07:48:00,user_3177,user_2976,11477.92,merchant_payment,Delhi,mobile,0,5G,morning,0
246,2024-11-20 00:27:00,user_4930,user_194,12275.37,merchant_payment,Bangalore,mobile,0,WiFi,night,0
247,2024-01-04 09:53:00,user_4534,user_25,48118.19,send,Chennai,mobile,0,WiFi,morning,0
248,2024-05-17 19:31:00,user_1947,user_3422,35830.44,merchant_payment,Hyderabad,tablet,0,WiFi,evening,0
249,2024-01-24 04:58:00,user_739,user_3445,2987.97,merchant_payment,Bangalore,tablet,0,5G,night,0
250,2024-08-02 20:57:00,user_1550,user_3696,7226.08,receive,Bangalore,mobile,0,4G,evening,0
251,2024-12-11 02:37:00,user_3469,user_2970,1993.72,send,Ahmedabad,mobile,0,5G,night,0
252,2024-03-01 13:25:00,user_2123,user_316,3178.08,receive,Hyderabad,mobile,0,5G,afternoon,0
253,2024-09-19 09:19:00,user_2049,user_1706,1568.83,receive,Delhi,mobile,0,5G,morning,0
254,2024-03-27 14:37:00,user_1589,user_4267,1093.28,receive,Kolkata,tablet,0,4G,afternoon,0
255,2024-03-21 07:19:00,user_1620,user_1659,20321.75,merchant_payment,Pune,tablet,0,WiFi,morning,0
